age,education_level,marital_status,num_dependents,region,employment_type,employment_years,months_employed,annual_income,monthly_income,savings_balance,investment_balance,credit_score,num_credit_lines,num_late_payments,credit_util_rate,loan_purpose,loan_amount,loan_term_months,interest_rate,monthly_payment,debt_to_income,loan_to_income,property_type,has_cosigner,num_prev_loans
28,Master,Married,1,North,Part-Time,8.2,98,46449.33,3870.78,1340.53,497.4,651,14,3,0.2307,Home,10917.76,120,8.08,132.93,0.0343,0.235,Mortgage,0,1
43,PhD,Single,1,East,Employed,22.5,270,87533.59,7294.47,8609.46,56152.97,775,14,4,0.1737,Home,2951.83,120,6.83,34.02,0.0047,0.0337,Rent,0,0
52,Master,Married,4,South,Employed,12.5,150,96598.0,8049.83,6730.13,9212.38,796,11,8,0.356,Business,53376.93,120,5.39,576.38,0.0716,0.5526,Mortgage,0,4
37,Master,Married,4,East,Employed,4.2,50,87566.25,7297.19,2857.1,6838.18,828,10,0,0.4853,Car,23306.16,36,4.54,693.68,0.0951,0.2662,Other,1,2
18,Bachelor,Single,4,South,Employed,6.7,80,40991.19,3415.93,1270.02,1422.43,659,7,5,0.2291,Home,20087.8,60,6.5,393.05,0.1151,0.4901,Own,0,5
22,High School,Married,2,North,Retired,6.2,74,38679.02,3223.25,519.28,6115.39,666,9,4,0.3999,Personal,27747.27,48,11.57,724.86,0.2249,0.7174,Other,0,7
70,Master,Married,1,Central,Unemployed,8.6,103,121098.53,10091.54,10565.82,27282.64,667,16,7,0.3857,Personal,10770.97,84,11.2,185.58,0.0184,0.0889,Own,1,0
52,Bachelor,Married,1,Central,Employed,0.4,4,65433.7,5452.81,7967.41,2045.75,628,2,1,0.4245,Medical,13874.73,12,3.84,1180.39,0.2165,0.212,Mortgage,1,0
33,PhD,Divorced,1,East,Employed,9.6,115,82614.02,6884.5,1234.71,9879.99,625,8,1,0.0893,Vacation,13714.82,60,4.97,258.61,0.0376,0.166,Other,1,4
32,High School,Widowed,0,Central,Employed,0.0,0,31381.63,2615.14,14009.85,131.05,644,7,4,0.1096,Medical,36781.92,120,11.46,516.39,0.1975,1.1721,Own,1,3
20,Associate,Single,4,Central,Employed,0.0,0,44158.83,3679.9,6420.39,6735.95,830,1,1,0.131,Business,10447.67,84,3.47,140.25,0.0381,0.2366,Mortgage,0,1
71,Bachelor,Married,4,Central,Employed,18.0,216,86829.95,7235.83,7703.98,9719.6,611,1,2,0.1393,Personal,14189.42,36,4.43,421.63,0.0583,0.1634,Own,1,5
24,Bachelor,Single,4,Central,Employed,6.2,74,56301.49,4691.79,2667.9,1271.53,697,0,0,0.29,Education,11490.67,36,7.47,357.3,0.0762,0.2041,Own,0,4
61,Master,Married,5,North,Employed,15.1,181,101819.09,8484.92,86469.38,2499.41,728,13,6,0.6166,Medical,10423.79,84,6.19,153.21,0.0181,0.1024,Mortgage,0,2
31,PhD,Married,4,West,Retired,3.9,47,75640.73,6303.39,6980.05,28966.46,849,18,1,0.1633,Vacation,15003.46,24,12.41,709.13,0.1125,0.1984,Mortgage,1,3
37,Associate,Married,1,Central,Part-Time,0.0,0,55962.3,4663.52,6387.49,5947.91,703,1,4,0.2985,Vacation,22412.64,36,5.76,679.45,0.1457,0.4005,Mortgage,0,2
33,Bachelor,Divorced,1,North,Employed,2.7,32,40547.89,3378.99,53925.76,7460.0,657,16,2,0.4249,Car,38221.01,36,5.87,1160.56,0.3435,0.9426,Other,0,3
64,High School,Married,0,North,Part-Time,21.4,257,54952.12,4579.34,11486.86,7426.01,601,5,8,0.2697,Home,60324.04,84,8.21,946.6,0.2067,1.0978,Mortgage,1,7
19,Associate,Married,4,South,Employed,0.9,11,33154.47,2762.87,9788.76,7459.49,608,17,5,0.1395,Vacation,348474.84,48,9.68,8784.48,1.0,10.0,Other,0,3
38,Bachelor,Married,5,Central,Self-Employed,16.9,202,72604.35,6050.36,4704.19,15432.35,679,0,5,0.4124,Education,59157.99,60,7.32,1180.39,0.1951,0.8148,Mortgage,0,1
33,Bachelor,Single,4,Central,Employed,9.7,116,70398.1,5866.51,15153.35,14110.06,655,5,6,0.1912,Medical,46363.44,24,8.86,2115.06,0.3605,0.6586,Mortgage,0,0
33,Bachelor,Single,2,East,Employed,8.6,103,59785.21,4982.1,13538.47,9399.12,675,8,2,0.0682,Vacation,17990.43,48,9.97,456.01,0.0915,0.3009,Mortgage,0,1
28,Bachelor,Married,1,Central,Employed,4.3,51,47769.4,3980.78,12640.03,16463.65,726,5,7,0.5,Personal,59135.23,84,5.27,843.29,0.2118,1.2379,Mortgage,0,7
70,Bachelor,Married,2,North,Retired,3.5,41,99769.36,8314.11,17127.86,40885.42,627,19,3,0.2638,Medical,113009.51,84,9.3,1835.23,0.2207,1.1327,Rent,0,6
39,Master,Single,1,Central,Part-Time,10.8,129,72296.87,6024.74,19437.66,2640.31,710,11,7,0.3383,Business,31116.9,60,4.15,575.15,0.0955,0.4304,Rent,0,6
41,Associate,Married,0,Central,Self-Employed,14.6,175,43968.34,3664.03,2663.72,15990.4,763,7,5,0.4434,Education,22984.92,120,7.26,269.98,0.0737,0.5228,Rent,0,2
39,Associate,Single,2,Central,Unemployed,9.0,107,38507.59,3208.97,6962.6,5172.65,533,17,1,0.473,Business,38741.4,12,5.18,3319.69,1.0,1.0061,Own,0,7
73,Master,Married,1,South,Unemployed,11.7,140,115984.39,9665.37,55310.28,7711.21,694,19,3,0.5219,Business,117518.48,48,6.49,2786.58,0.2883,1.0132,Mortgage,1,7
37,Master,Married,4,West,Unemployed,5.9,70,59644.16,4970.35,11105.53,7426.27,794,17,0,0.5491,Medical,11179.32,12,12.37,995.2,0.2002,0.1874,Mortgage,1,6
37,Master,Single,5,South,Employed,18.9,226,92236.27,7686.36,27165.25,5175.3,713,14,2,0.5396,Business,93777.77,12,10.55,8268.66,1.0,1.0167,Rent,0,5
36,Associate,Single,1,East,Employed,9.2,110,46032.96,3836.08,8967.19,11906.06,629,6,4,0.2021,Personal,45808.87,120,10.85,627.09,0.1635,0.9951,Mortgage,0,6
36,Bachelor,Married,0,Central,Part-Time,18.2,217,48508.9,4042.41,30281.12,5855.96,729,14,5,0.7177,Education,12398.06,24,3.32,534.64,0.1323,0.2556,Mortgage,0,4
23,PhD,Married,5,East,Retired,3.2,38,91720.39,7643.37,59529.69,9587.43,638,17,9,0.1139,Car,17313.07,12,11.08,1530.84,0.2003,0.1888,Other,1,7
52,Bachelor,Divorced,1,West,Self-Employed,7.8,93,78606.98,6550.58,65536.4,7935.29,750,8,3,0.2697,Vacation,31248.67,12,6.7,2699.52,0.4121,0.3975,Own,0,3
19,Bachelor,Single,1,East,Retired,13.4,160,58507.32,4875.61,54606.38,38238.96,717,7,4,0.4771,Vacation,11306.68,60,11.5,248.64,0.051,0.1933,Own,0,5
30,PhD,Married,5,North,Self-Employed,8.7,104,64646.18,5387.18,411.56,26746.83,832,16,0,0.0533,Home,84955.3,48,6.96,2032.89,0.3774,1.3142,Mortgage,0,4
29,High School,Married,5,North,Employed,10.6,127,26543.31,2211.94,2829.08,58.94,671,3,7,0.5374,Business,47781.51,60,4.88,899.12,0.4065,1.8001,Other,0,6
34,Master,Married,3,West,Retired,3.1,37,90591.32,7549.28,6669.25,4749.91,715,18,3,0.2538,Business,5674.88,24,11.21,265.04,0.0351,0.0626,Own,0,7
61,Master,Married,0,South,Unemployed,6.0,71,73255.21,6104.6,50000.18,1772.92,652,3,8,0.1281,Vacation,44942.99,120,7.39,530.9,0.087,0.6135,Other,0,2
52,High School,Single,4,South,Employed,3.6,43,43313.26,3609.44,6288.61,4028.04,688,14,3,0.033,Personal,26195.09,36,3.65,769.26,0.2131,0.6048,Other,0,2
74,Master,Divorced,4,North,Part-Time,7.6,90,116535.39,9711.28,36747.73,5984.71,611,11,5,0.5015,Business,32865.95,24,3.86,1425.14,0.1468,0.282,Rent,1,5
38,Bachelor,Widowed,2,Central,Employed,7.1,84,49764.46,4147.04,24802.99,2883.71,785,2,9,0.141,Car,45833.72,12,8.58,3999.34,0.9644,0.921,Rent,1,5
70,Master,Married,3,North,Self-Employed,5.4,64,113997.45,9499.79,4403.78,37491.67,699,1,2,0.3762,Medical,27865.3,12,5.3,2389.25,0.2515,0.2444,Rent,0,1
20,PhD,Married,3,East,Employed,11.2,133,58897.09,4908.09,6999.29,14307.63,682,5,6,0.2281,Medical,34721.44,36,6.82,1069.17,0.2178,0.5895,Rent,0,1
46,Master,Single,3,South,Employed,2.7,32,100256.84,8354.74,15388.89,14251.58,752,11,7,0.2435,Personal,12047.91,120,14.82,193.08,0.0231,0.1202,Own,0,1
63,High School,Single,3,Central,Self-Employed,0.0,0,60299.72,5024.98,970.4,11791.95,802,11,6,0.0801,Home,100991.69,60,4.83,1897.88,0.3777,1.6748,Rent,0,5
48,Master,Single,5,West,Employed,5.1,61,91780.93,7648.41,34811.8,16310.81,850,0,5,0.312,Education,42040.62,120,8.37,518.35,0.0678,0.4581,Rent,1,6
71,PhD,Married,0,North,Employed,18.8,225,134336.14,11194.68,2700.77,21944.18,612,11,1,0.3309,Home,7320.97,84,1.5,91.86,0.0082,0.0545,Rent,1,6
35,Bachelor,Single,0,West,Employed,10.5,126,49732.16,4144.35,126.32,13247.52,735,4,9,0.1531,Car,43492.76,84,2.22,559.59,0.135,0.8745,Mortgage,1,4
19,Bachelor,Single,0,North,Self-Employed,3.8,45,44122.35,3676.86,32952.08,3020.43,756,7,5,0.2201,Car,3916.88,36,5.04,117.46,0.0319,0.0888,Other,1,5
62,High School,Single,0,East,Employed,10.2,122,48821.61,4068.47,5044.18,4962.15,673,17,5,0.2332,Car,4797.64,24,7.02,214.86,0.0528,0.0983,Rent,0,2
21,Master,Single,2,South,Employed,7.3,87,80776.4,6731.37,15896.44,21601.02,628,14,3,0.218,Business,102389.16,60,5.93,1976.12,0.2936,1.2676,Mortgage,0,3
61,High School,Married,0,West,Employed,9.9,119,56947.92,4745.66,9975.78,25589.69,774,18,9,0.3024,Home,96169.52,48,5.79,2249.44,0.474,1.6887,Other,0,3
59,Associate,Married,1,East,Employed,12.4,148,59703.28,4975.27,23114.96,884.73,607,13,2,0.3178,Car,18657.01,36,12.65,625.49,0.1257,0.3125,Other,0,2
66,PhD,Married,3,East,Part-Time,9.0,107,152523.01,12710.25,114397.68,5160.89,713,13,4,0.2028,Personal,36888.42,24,3.46,1593.08,0.1253,0.2419,Rent,0,1
45,PhD,Married,5,Central,Part-Time,8.6,103,105009.11,8750.76,42893.73,8684.36,624,17,5,0.2548,Car,32051.6,36,8.42,1010.57,0.1155,0.3052,Rent,1,0
69,PhD,Married,4,East,Self-Employed,15.4,185,154224.17,12852.01,10353.72,6431.79,683,1,9,0.0521,Medical,19094.82,48,4.24,433.17,0.0337,0.1238,Rent,0,1
27,Bachelor,Married,1,South,Employed,10.7,128,62547.88,5212.32,6623.83,11745.62,556,8,6,0.3073,Personal,9578.23,48,5.89,224.47,0.0431,0.1531,Rent,0,3
42,High School,Single,0,East,Self-Employed,9.0,107,46964.28,3913.69,83.85,35.71,597,18,4,0.3596,Car,5944.27,60,7.12,118.05,0.0302,0.1266,Own,1,6
24,Bachelor,Single,4,Central,Employed,8.2,98,39044.79,3253.73,2330.89,140.26,535,11,8,0.2308,Education,56200.36,84,4.54,782.19,0.2404,1.4394,Rent,0,3
61,High School,Divorced,4,North,Part-Time,5.2,62,51909.2,4325.77,2728.88,4366.86,850,5,2,0.4657,Medical,16330.75,84,13.11,298.08,0.0689,0.3146,Own,1,2
58,Master,Married,5,South,Employed,1.8,21,136646.67,11387.22,28832.22,2503.39,565,13,0,0.1233,Car,4000.16,36,6.96,123.44,0.0108,0.0293,Rent,0,5
63,Bachelor,Married,2,East,Part-Time,11.4,136,75990.58,6332.55,691.61,6820.49,750,1,5,0.1532,Vacation,17028.07,36,7.14,526.89,0.0832,0.2241,Mortgage,1,1
61,Bachelor,Single,0,South,Retired,14.4,172,76741.18,6395.1,46920.95,22759.56,619,16,1,0.5374,Car,16994.96,60,7.25,338.54,0.0529,0.2215,Rent,0,3
35,High School,Single,5,West,Unemployed,10.1,121,37957.44,3163.12,26633.63,13804.49,489,6,0,0.3761,Vacation,283912.83,24,10.85,13213.46,1.0,7.4798,Mortgage,0,2
21,Bachelor,Single,1,North,Unemployed,10.8,129,39283.08,3273.59,5908.0,22934.31,701,8,5,0.2446,Personal,13542.62,12,4.1,1153.75,0.3524,0.3447,Rent,1,7
70,Master,Divorced,2,South,Employed,3.6,42,119121.08,9926.76,14848.96,42054.93,850,3,7,0.1535,Education,28374.49,84,7.18,430.71,0.0434,0.2382,Own,0,3
46,Master,Married,2,East,Employed,5.0,60,72915.4,6076.28,33786.6,14062.78,617,4,7,0.2186,Medical,29022.67,84,11.87,510.34,0.084,0.398,Mortgage,0,3
23,High School,Single,5,Central,Employed,1.6,19,29227.52,2435.63,5831.43,1712.99,827,14,7,0.2641,Medical,23781.98,12,4.96,2035.5,0.8357,0.8137,Rent,1,1
70,High School,Single,2,South,Employed,6.8,81,61928.6,5160.72,20474.08,31359.06,837,1,5,0.1333,Home,13685.72,60,10.16,291.83,0.0565,0.221,Own,0,4
74,Bachelor,Single,3,South,Part-Time,12.9,154,87195.17,7266.26,2423.92,10801.75,594,6,8,0.2734,Education,26584.91,24,6.99,1190.14,0.1638,0.3049,Mortgage,0,2
43,High School,Single,3,Central,Part-Time,4.5,54,45993.3,3832.77,7528.29,3946.87,541,18,4,0.3767,Vacation,11020.93,120,10.99,151.77,0.0396,0.2396,Mortgage,0,0
61,PhD,Married,5,East,Retired,7.6,91,125682.98,10473.58,130247.43,11775.31,617,11,7,0.3662,Medical,45944.49,48,11.9,1207.54,0.1153,0.3656,Mortgage,0,5
20,Bachelor,Married,5,South,Retired,11.5,138,36622.28,3051.86,18633.25,23897.64,767,19,0,0.3714,Vacation,22447.98,36,5.57,678.52,0.2223,0.613,Own,1,1
23,High School,Divorced,3,Central,Employed,14.0,168,42081.65,3506.8,3894.27,3601.73,518,19,0,0.1866,Home,10443.32,60,6.59,204.79,0.0584,0.2482,Rent,0,4
33,Master,Married,0,North,Retired,0.0,0,85207.35,7100.61,6031.83,4691.61,719,2,2,0.5499,Business,54931.71,24,2.27,2343.24,0.33,0.6447,Mortgage,0,2
55,Bachelor,Divorced,2,West,Unemployed,5.6,67,66355.18,5529.6,15450.42,3008.12,687,8,8,0.206,Medical,32014.98,84,5.16,454.97,0.0823,0.4825,Rent,1,2
25,Associate,Divorced,3,Central,Part-Time,4.3,51,45741.99,3811.83,20877.99,14664.75,627,19,5,0.1869,Personal,15300.39,48,5.95,358.98,0.0942,0.3345,Rent,0,4
19,Bachelor,Divorced,4,East,Employed,3.6,43,41275.26,3439.6,3340.36,11537.76,640,6,5,0.1553,Business,67359.85,60,4.28,1249.15,0.3632,1.632,Rent,0,2
56,High School,Widowed,4,Central,Employed,6.1,73,58426.83,4868.9,17419.92,2215.74,665,0,0,0.0429,Medical,26495.44,84,8.07,413.94,0.085,0.4535,Mortgage,1,5
61,Bachelor,Married,2,West,Employed,0.0,0,85671.54,7139.29,2606.48,27965.95,687,11,6,0.4221,Personal,51154.93,36,4.58,1523.46,0.2134,0.5971,Mortgage,0,4
60,Master,Single,4,East,Employed,6.2,73,114463.05,9538.59,36414.24,367.08,811,8,9,0.0937,Personal,10941.37,36,8.11,343.4,0.036,0.0956,Mortgage,1,5
63,PhD,Single,1,North,Employed,8.2,98,116514.81,9709.57,19506.49,39395.99,646,12,4,0.1807,Medical,18645.48,36,3.34,545.04,0.0561,0.16,Rent,0,5
63,Associate,Married,3,North,Employed,2.8,33,59127.4,4927.28,10749.06,3676.04,672,8,3,0.3722,Business,45826.03,48,7.6,1110.14,0.2253,0.775,Rent,0,0
52,Bachelor,Married,2,West,Employed,5.6,67,56732.07,4727.67,16481.7,17763.84,729,11,4,0.155,Education,18295.33,24,10.16,845.57,0.1789,0.3225,Mortgage,0,1
47,Associate,Single,4,West,Self-Employed,8.1,97,75651.27,6304.27,40547.45,25340.02,600,2,3,0.0504,Personal,14647.75,60,6.08,283.76,0.045,0.1936,Rent,0,6
66,Bachelor,Divorced,5,West,Employed,8.6,103,90049.06,7504.09,31789.07,26426.54,808,2,3,0.0617,Vacation,66367.54,24,1.5,2808.73,0.3743,0.737,Other,0,2
37,Associate,Married,4,South,Unemployed,0.0,0,59125.72,4927.14,26857.77,7745.68,613,1,9,0.1993,Personal,77814.74,84,8.79,1243.66,0.2524,1.3161,Other,0,1
23,Bachelor,Married,4,North,Employed,11.5,138,36929.96,3077.5,12954.14,446.93,717,0,7,0.1782,Car,24920.38,84,9.76,410.6,0.1334,0.6748,Rent,0,6
60,High School,Married,4,North,Employed,11.6,139,58158.75,4846.56,66082.45,9684.72,658,13,6,0.48,Home,5152.84,60,7.31,102.8,0.0212,0.0886,Other,1,3
33,PhD,Single,1,North,Employed,4.3,51,68202.94,5683.58,34763.27,9182.16,680,17,0,0.5242,Business,68626.24,48,4.16,1554.42,0.2735,1.0062,Own,0,0
73,Master,Married,1,South,Self-Employed,16.4,196,119653.28,9971.11,7176.64,5005.99,839,7,4,0.3988,Vacation,2895.75,12,10.51,255.28,0.0256,0.0242,Own,0,0
41,Associate,Single,5,Central,Employed,10.3,123,53519.2,4459.93,19527.53,18221.14,700,3,1,0.6073,Car,26451.43,120,7.93,320.02,0.0718,0.4942,Own,0,6
66,Master,Married,3,West,Part-Time,9.6,114,104537.84,8711.49,1070.02,13839.15,623,15,0,0.1452,Home,97463.97,36,9.02,3100.09,0.3559,0.9323,Mortgage,0,0
20,High School,Married,2,North,Employed,11.4,136,29164.36,2430.36,8332.31,6705.54,605,0,7,0.2405,Home,11365.06,36,9.42,363.63,0.1496,0.3897,Other,0,5
55,Master,Single,3,South,Employed,2.8,34,108428.17,9035.68,31089.08,2686.74,781,0,4,0.2207,Business,43946.2,12,7.28,3808.24,0.4215,0.4053,Own,0,6
43,Associate,Married,0,Central,Employed,6.2,74,51184.03,4265.34,19282.29,743.27,715,11,4,0.2536,Home,6019.53,48,7.0,144.16,0.0338,0.1176,Own,0,7
44,High School,Married,0,East,Employed,11.1,133,53218.84,4434.9,9527.65,2506.31,639,0,5,0.2213,Vacation,15325.69,24,4.23,667.11,0.1504,0.288,Other,0,0
33,Bachelor,Married,0,South,Retired,4.0,48,56021.14,4668.43,8211.35,5217.67,768,3,4,0.0667,Personal,57179.25,120,6.12,638.19,0.1367,1.0207,Mortgage,0,3
73,Bachelor,Widowed,3,South,Self-Employed,6.2,74,91389.31,7615.78,18907.08,23466.93,614,5,2,0.2756,Car,22476.26,84,6.25,331.02,0.0435,0.2459,Rent,0,0
40,Bachelor,Single,0,South,Employed,11.0,132,66402.22,5533.52,15776.02,5262.28,609,19,6,0.6651,Personal,1879.26,60,5.38,35.79,0.0065,0.0283,Other,0,3
66,Bachelor,Divorced,0,East,Part-Time,9.5,114,86477.35,7206.45,6361.01,8011.04,668,9,0,0.4387,Vacation,14648.08,36,8.85,464.81,0.0645,0.1694,Rent,0,2
42,High School,Single,4,East,Part-Time,8.1,97,45799.37,3816.61,2511.18,6234.0,655,13,0,0.0655,Vacation,4064.08,36,6.96,125.41,0.0329,0.0887,Other,0,7
20,High School,Single,4,East,Employed,8.3,99,44254.57,3687.88,24973.56,27824.98,539,6,2,0.1557,Education,18301.46,84,6.16,268.77,0.0729,0.4135,Mortgage,0,7
68,Bachelor,Widowed,1,West,Retired,7.1,85,93430.36,7785.86,8400.56,3092.37,638,19,6,0.4043,Education,11381.75,12,8.68,993.65,0.1276,0.1218,Rent,1,2
28,Bachelor,Married,4,South,Employed,12.3,147,31946.56,2662.21,17811.69,4229.89,724,17,5,0.288,Medical,1720.31,12,7.83,149.52,0.0562,0.0538,Rent,0,0
33,High School,Married,0,East,Employed,18.5,221,38313.97,3192.83,6330.84,2113.11,649,16,7,0.231,Vacation,10418.2,12,12.37,927.47,0.2905,0.2719,Mortgage,0,3
67,Bachelor,Married,2,Central,Part-Time,9.5,113,95488.5,7957.37,138484.34,15932.9,676,5,7,0.1309,Personal,7479.45,12,11.03,661.14,0.0831,0.0783,Other,0,0
68,Bachelor,Married,2,South,Retired,14.4,172,77895.11,6491.26,11266.76,596.31,597,6,3,0.5416,Home,26451.61,48,4.58,604.11,0.0931,0.3396,Own,1,0
70,Bachelor,Married,2,Central,Employed,5.8,69,86037.17,7169.76,12967.65,8632.93,702,2,9,0.2743,Medical,10255.21,24,8.66,466.91,0.0651,0.1192,Mortgage,0,1
42,Master,Single,5,East,Employed,4.6,55,83505.11,6958.76,15737.17,2810.28,719,13,6,0.3567,Education,28832.71,84,9.04,464.53,0.0668,0.3453,Rent,1,5
61,Bachelor,Married,0,South,Self-Employed,4.1,48,91536.61,7628.05,16920.51,4273.68,792,15,0,0.4414,Home,40702.49,60,10.98,884.48,0.116,0.4447,Rent,0,2
36,Bachelor,Divorced,3,West,Part-Time,3.4,40,50426.3,4202.19,22930.58,2668.33,654,8,4,0.3082,Vacation,97373.62,120,4.58,1012.87,0.241,1.931,Own,1,4
60,Bachelor,Divorced,1,South,Employed,6.5,78,70773.84,5897.82,2697.25,3474.74,659,0,0,0.4328,Education,27199.43,36,8.0,852.34,0.1445,0.3843,Rent,1,0
46,Associate,Married,2,South,Retired,12.4,149,60217.53,5018.13,16255.21,2056.44,730,4,4,0.7235,Education,36412.12,12,6.52,3142.64,0.6263,0.6047,Rent,1,0
20,High School,Married,1,South,Employed,13.0,156,34130.33,2844.19,6965.13,2063.79,667,10,1,0.3342,Education,17740.72,12,3.96,1510.27,0.531,0.5198,Rent,0,2
41,High School,Married,4,East,Unemployed,5.5,65,46883.56,3906.96,4316.19,13434.52,730,10,0,0.1731,Personal,9113.9,60,10.49,195.86,0.0501,0.1944,Own,1,1
44,Master,Married,0,North,Unemployed,6.4,76,88111.52,7342.63,27138.54,52630.91,738,8,3,0.1563,Home,38777.77,84,10.2,647.87,0.0882,0.4401,Own,0,5
32,Associate,Divorced,0,South,Employed,8.0,95,46454.19,3871.18,11411.56,4672.28,594,18,9,0.5792,Education,25292.05,48,8.73,626.11,0.1617,0.5445,Mortgage,0,5
39,Bachelor,Married,1,West,Employed,9.2,110,65682.42,5473.53,4099.27,24763.37,590,2,5,0.3648,Home,22884.4,60,7.04,453.52,0.0829,0.3484,Mortgage,0,3
46,Bachelor,Married,5,South,Employed,10.9,131,68442.85,5703.57,12009.54,2558.93,633,0,4,0.0617,Car,20792.57,48,7.75,505.15,0.0886,0.3038,Mortgage,0,1
20,Bachelor,Married,0,East,Self-Employed,6.0,72,44007.23,3667.27,12427.97,399.53,542,6,5,0.2593,Education,16696.09,60,5.98,322.62,0.088,0.3794,Mortgage,0,0
26,Master,Single,1,South,Employed,7.0,83,65380.6,5448.38,9446.31,6590.59,828,18,8,0.5274,Car,12027.29,24,4.75,526.32,0.0966,0.184,Rent,0,2
61,Bachelor,Divorced,2,Central,Part-Time,14.8,177,74482.93,6206.91,4369.11,13924.0,577,19,8,0.1962,Personal,21206.88,48,3.09,470.21,0.0758,0.2847,Mortgage,1,5
38,High School,Divorced,0,South,Employed,6.6,79,38315.6,3192.97,2765.27,2823.72,772,5,4,0.097,Personal,9326.28,84,8.15,146.05,0.0457,0.2434,Rent,0,1
52,Master,Single,3,West,Employed,5.1,61,98878.81,8239.9,22466.48,8470.54,597,10,6,0.2689,Personal,77731.06,120,7.54,924.28,0.1122,0.7861,Rent,1,2
50,Bachelor,Single,2,West,Employed,7.6,90,59545.26,4962.1,23387.57,3324.65,766,1,2,0.1445,Medical,28004.05,48,8.97,696.53,0.1404,0.4703,Rent,1,0
49,Associate,Married,3,East,Employed,8.4,100,63504.41,5292.03,2189.99,532.09,774,7,0,0.3155,Education,1343.8,12,5.15,115.13,0.0218,0.0212,Mortgage,1,2
41,Master,Single,0,Central,Employed,0.3,3,78896.2,6574.68,18079.41,11927.91,541,19,7,0.1957,Education,76555.48,12,1.5,6431.58,0.9782,0.9703,Own,1,3
45,Bachelor,Widowed,1,Central,Retired,5.8,69,65174.67,5431.22,36630.47,40419.75,671,9,9,0.3763,Car,86198.68,84,7.43,1319.31,0.2429,1.3226,Rent,0,4
64,Associate,Single,1,North,Part-Time,10.1,121,67814.65,5651.22,27866.51,9122.64,816,2,7,0.278,Personal,18305.84,24,9.34,839.12,0.1485,0.2699,Rent,0,2
73,PhD,Single,4,East,Employed,18.0,216,147881.4,12323.45,30633.6,33388.72,688,14,0,0.3079,Vacation,15202.74,120,1.73,138.06,0.0112,0.1028,Own,0,3
32,Bachelor,Single,4,North,Retired,5.4,64,67441.34,5620.11,12025.21,1503.84,752,19,8,0.5408,Car,74330.17,120,2.65,705.71,0.1256,1.1021,Rent,0,7
56,Bachelor,Married,0,Central,Employed,11.8,141,89228.39,7435.7,30919.52,1128.92,700,6,6,0.5424,Personal,79535.54,36,5.2,2390.73,0.3215,0.8914,Rent,1,1
73,High School,Married,2,Central,Retired,8.9,106,67746.66,5645.56,50285.77,12270.94,751,12,7,0.4624,Business,4211.15,60,4.2,77.93,0.0138,0.0622,Mortgage,0,2
18,Associate,Divorced,4,East,Employed,13.8,165,38274.0,3189.5,1431.49,5016.49,781,13,1,0.1258,Home,48940.03,60,10.73,1057.4,0.3315,1.2787,Own,0,1
62,Bachelor,Widowed,0,South,Employed,4.9,58,85995.18,7166.26,14983.18,11938.99,665,17,7,0.1461,Car,71585.23,84,11.5,1244.5,0.1737,0.8324,Rent,0,7
46,Bachelor,Married,0,Central,Unemployed,13.5,162,50624.39,4218.7,6968.21,3514.04,680,18,5,0.4512,Vacation,11895.19,12,7.98,1034.65,0.2453,0.235,Rent,1,6
73,Bachelor,Single,3,South,Employed,15.0,180,93263.11,7771.93,11210.76,173.1,654,12,0,0.0929,Education,9092.65,84,8.83,145.5,0.0187,0.0975,Other,0,7
50,Master,Single,3,West,Unemployed,15.2,182,95052.63,7921.05,24158.45,2312.52,580,14,4,0.1915,Business,42285.09,48,8.1,1034.29,0.1306,0.4449,Rent,0,7
65,Associate,Divorced,4,West,Part-Time,15.1,181,59195.98,4933.0,6448.4,3119.71,736,0,1,0.2412,Car,167969.62,24,5.08,7374.92,1.0,2.8375,Own,0,5
27,Master,Single,2,South,Employed,9.0,107,61036.53,5086.38,18274.88,47155.39,686,6,7,0.4295,Home,90338.69,12,10.37,7957.72,1.0,1.4801,Rent,0,4
26,Master,Divorced,5,South,Employed,10.9,131,68927.09,5743.92,29606.7,6420.31,780,15,5,0.3558,Education,46909.82,24,9.94,2163.38,0.3766,0.6806,Rent,0,1
70,Master,Divorced,0,Central,Employed,5.9,70,115769.46,9647.46,25173.89,4857.13,835,18,0,0.3666,Home,19811.23,36,9.36,633.33,0.0656,0.1711,Own,1,0
48,Master,Married,0,East,Self-Employed,0.0,0,98874.83,8239.57,3047.64,679.66,637,14,5,0.3972,Medical,23238.39,24,9.09,1062.63,0.129,0.235,Rent,1,3
49,Master,Married,3,East,Employed,9.3,111,107324.91,8943.74,39056.46,8537.99,647,6,5,0.1889,Business,21285.85,120,4.27,218.24,0.0244,0.1983,Other,0,5
27,High School,Widowed,5,Central,Employed,7.2,86,35284.54,2940.38,6663.81,1247.44,630,3,6,0.4363,Personal,16783.19,12,7.75,1458.01,0.4959,0.4757,Rent,0,1
30,Bachelor,Married,0,East,Employed,12.8,153,44896.22,3741.35,3441.9,12660.22,796,11,3,0.2478,Car,11653.34,24,7.52,524.49,0.1402,0.2596,Own,0,5
64,PhD,Married,4,East,Employed,12.3,147,140440.75,11703.4,69041.29,13371.05,570,1,6,0.2086,Medical,44683.64,120,8.24,547.91,0.0468,0.3182,Rent,1,2
35,Bachelor,Married,5,South,Employed,2.7,32,68302.84,5691.9,22139.99,3289.28,707,15,2,0.3027,Education,5686.11,12,6.75,491.35,0.0863,0.0832,Rent,0,0
